DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY(kg),DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
18-Jan,MEC ELECTRONICS PHILS. CORP.,MEC IMEX INC,MAERSK WIESBADEN V. 1801,KMLMNS1810002,TW,1637,ADHESIVE TAPE,"17,284.37",940226
19-Jan,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,TILLY RUSS,TYSD011801050007,CN,22908,1X40 CTR STC ADHESIVE DM 2847,"27,967.63",1428574
11-Jan,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,TORRES STRAIT,777305,CN,20412,1X40 CTR STC ADHESIVE H4394,"25,255.33",1278928
11-Jan,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,TORRES STRAIT,788899,CN,21267,1X40 CTR STC ADHESIVE TEP 4658,"26,284.32",1330423
10-Jan,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,TORRES STRAIT,777312,CN,21283,"1X40 CTR STC ADHESIVE TEP 517, TEP 876","26,303.37",1331376
31-Jan,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,MCC SEOUL,846512,CN,62414,"3X40 CTR STC ADHESIVE H4394, TEP4658, TEP517","65,880.00",3398933
25-Jan,MEGASOFT HYGIENIC PRODUCTS INC,SHENZHEN GUI HAO CHENG TRADE,SITC FUJIAN V1802S,SITGSHCYT01030,CN,20957,ADHESIVE H4394/TEP 517/TEP 876,"26,010.36",1326245
5-Jan,MEGATRENDS  I&C CORPORATION,NURICHEM CO LTD,PHILIPPA SCHULTE,HDMUBUWB4727611,KR,14852,"SEALANT N2000 A2000/ FS1000, WS2000-290/ 580","20,621.43",1067286
3-Jan,MEGATRENDS  I&C CORPORATION,NPT S.R.L A SOCIO UNICO,HANOVER EXPRESS,HLCUMEA171118318,IT,16895,"SEALANT U-SEAL 907,/ U SEAL 500MEGAFLEX PU 2","15,856.37",867481
26-Jan,MEGATRENDS  I&C CORPORATION,TREMCO ASIA PTE LTD,LOBIVIA 059E,HJSG18010044,SG,891,SPECTREM 2 BLACK 600ML,"6,206.84",335183
15-Jan,MICROCHIP TECHNOLOGY OPERATIONS,UCHIDA MK SDN BHD,5J804,7218,MY,488,30.00 PE CLEANROOM CHAIR,"8,691.70",464791
11-Jan,MINTRADE CORPORATION,"GLOBECHEM RESOURCES CO., LTD",RHL AQUA 0829 018S,EGLV097760014755,MY,147580,STC UREA GLUE NON HAZARDOUS INDUSTRIAL USE,"39,846.60",2031642
12-Jan,MODERN HOME CLASSIC MARKETING/,FOSHAN CITY CHUANG SHI JI INDUSTRIA,MAGNAVIA 17001S,6604,CN,14084,SILICONE SEALANT,"18,110.00",968116
20-Jan,MOLEX INTEGRATED PRODUCTS PHILS INC,ELLSWORTH ADHESIVE (SINGAPORE),SQ 910,HHE65229498,SG,384,TECHNOMELT PA 638 44LB BLK,"12,271.87",676214
23-Jan,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,MOL HOPE 0038E,BKKCB17018519,TH,19000,1X20 CONT STC MODIFIED TAPIOCA STARCH,"13,652.23",700116
24-Jan,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,SITC HAKATA V.1801N,HDMUTHML0867593,TH,19000,1X20 CONT STC MODIFIED TAPIOCA STARCH,"13,652.23",700116
19-Jan,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,MOL HORIZON 1096E,BKKCB17018520,TH,19000,1X20 CONT STC MODIFIED TAPIOCA STARCH,"13,652.22",697081
10-Jan,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,HYUNDAI HARMONY V.1735N,HDMUTHML0862455,TH,19000,1X20 CONT STC MODIFIED TAPIOCA STARCH,"13,652.18",693334
30-Jan,MONDE NISSIN CORPORATION,COOPERATIE AVEBE UA,NYK OCEANUS V.051E,711012,NL,3000,FARINEX VA 70,"15,750.00",835238
29-Jan,MONDE NISSIN CORPORATION,GENERAL STARCH LIMITED,MOL HORIZON V.1097E,BKKCB17018521,TH,19000,MODIFIED TAPIOCA STARCH,"13,650.19",707883
10-Jan,MONDELEZ PHILIPPINES INC,FONTERRA LIMITED,CORNELIUS MAERSK V. 1710,73959,NZ,52500,RENNET CASEIN 90 MESH CASEINE PRESSURE 90,"355,735.30",17814239
16-Jan,MONROE MULTINATIONAL GROUP INC.,APPLIED DB PUBLIC COMPANY LTD.,WAN HAI 221 V.N313,0357X59451,TH,6991,"SPARKO 1101 LIQUID GASKET, SPARKO BLACK RTV,","64,415.28",3247639
16-Jan,MONROE MULTINATIONAL GROUP INC.,APPLIED DB PUBLIC COMPANY LTD.,WAN HAI 221 V.N313,0357X59451,TH,970,"SPARKO SUPER GLUE, SUPER EPOXY, SPLOC AA38,","6,945.60",374436
30-Jan,MULTI RICH HOME DECORS INCORPORATED,SHANGHAI BADA TEXTILES CO LTD,ISAO,SNL7SHPL2600632,CN,14076,TILE ADHESIVE CLASS 3 UN NO. 1133,"12,164.80",664373
30-Jan,MULTIFLEX RNC PHILS. INC.,ALFA KLEBSTOFFE AG,MSC SONJA,ZS103944ZS,CH,8511,DISPERSAL GLUE BASED ON RUBBER SIMALFA 309 W,"37,939.04",2048196
19-Jan,MULTIHOME VENTURE INC.,YIWU JUZHAN IMPORT AND EXPORT,ISAO V.1726S,SNL7NBPLB415134,CN,6650,GLUE,"8,237.53",419948
23-Jan,N.T. PHILIPPINES INC.,TAIFLEX SCIENTIFIC CO. LTD.,CI703,14763,TW,120,FLEXBOND COVERLAY,"7,104.12",382615
30-Jan,N.T. PHILIPPINES INC.,"SRP ZHUHAI CO., LTD.",FX5158,585292,CN,144,PSA ARRAY VISTEON COIL SHIELD,"16,786.22",915338
9-Jan,N.T. PHILIPPINES INC.,"MULTEK FLEXIBLE CIRCUITS, INC.",NH869,MSP35000408,US,500,RELEASE FILM,"12,856.14",677221
8-Jan,NAKAYAMA TECHNOLOGY CORPORATION,"NAKAYAMA CO., LTD.",SSL GANGA V-0828-005S,EGLV020700467402,JP,3147,"ADHESIVES (ARON ALFA, BOND)","10,113.16",541678
29-Jan,NAKAYAMA TECHNOLOGY CORPORATION,"NAKAYAMA CO., LTD.",WAN HAI V-163,TPQL832,JP,12250,PM591 (@250KGS/DRUM) CEMEDINE GLUE,"44,440.65",2360612
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,TS OSAKA 18000S,LSMNS1801013,CN,3000,ADHESIVE 256,"5,015.59",257787
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,TS OSAKA 18000S,LSMNS1801013,CN,4000,ADHESIVE A700W,"14,787.15",758014
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,TS OSAKA 18000S,LSMNS1801013,CN,3000,ADHESIVE NO 29CN,"5,015.58",257787
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,TS OSAKA 18000S,LSMNS1801013,CN,3750,ADHESIVE NP 71KN,"6,503.12",333948
23-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,MAGNAVIA V 18002S,LSMNS1801011,CN,9600,ADHESIVE P049,"19,036.95",966131
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,TS OSAKA 18000S,LSMNS1801013,CN,1500,ADHESIVE P344,"6,074.78",311976
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,TS OSAKA 18000S,LSMNS1801013,CN,1900,ADHESIVE UE 8SF,"9,865.02",506020
23-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,MAGNAVIA V 18002S,LSMNS1801011,CN,19500,ADHESIVES BWA316CH,"50,613.62",2565982
23-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,EASTLION ENTERPRISES LTD,MAGNAVIA V 18002S,LSMNS1801011,CN,9000,ADHESIVES NP 71KN,"15,604.57",792247
19-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS VN ENTERPRISE LTD,MOL HORIZON 1096E,S00698220,VN,22000,FLUTE LAMINATION WATERBASED GLUE VNP PR 3002,"16,420.79",842230
18-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,FOSHAN NAN PAO ADVANCED MATERIALS C,SUI HAI YUN 386,CNH0161209,CN,7000,HOT MELT ADHESIVE HM 560L,"15,286.45",775916
18-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,FOSHAN NAN PAO ADVANCED MATERIALS C,SUI HAI YUN 386,CNH0161209,CN,12000,HOT MELT ADHESIVE HM8101,"28,221.15",1428632
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S291,0018A07730,TW,1000,HOTMELT ADHESIVE HM 170,"5,330.00",287538
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S291,0018A07730,TW,750,LIQUID ADHESIVE 1071 S,"5,310.00",286465
23-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S290,0017D99494,TW,750,LIQUID ADHESIVE 1071 S,"5,310.00",283382
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S291,0018A07730,TW,4500,LIQUID ADHESIVE A068,"11,925.00",641491
23-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S290,0017D99494,TW,7200,LIQUID ADHESIVE A305,"15,552.00",827192
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S291,0018A07730,TW,3000,LIQUID ADHESIVE A305,"5,550.01",299396
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S291,0018A07730,TW,4500,LIQUID ADHESIVE NP 71KN,"7,244.99",390395
23-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S290,0017D99494,TW,338,LIQUID ADHESIVE RFE,"7,204.51",383962
31-Jan,NAN PAO RESINS CHEMICAL PHILIPPINES,NAN PAO RESINS CHEMICAL CO LTD,WAN HAI 162 S291,0018A07730,TW,338,LIQUID ADHESIVE RFE,"7,204.49",388133
19-Jan,NELTEX DEVELOPMENT CO. INC,NAN YA PLASTICS CORPORATION,MAERSK WIESBADEN 1801,MCB089629,TW,43200,GEN:GLUE FOR PVC/SPEC:GLUE FOR PVC INDUSTRIA,"87,696.00",4682244
12-Jan,NESTLE PHILIPPINES INC.,ARMOR PROTEINES SAS,HANSA FALKENBURG  1801,5056,FR,20000,1X40  POTASSIUM CASEINATE,"133,639.34",8318188
8-Jan,NESTLE PHILIPPINES INC.,ARMOR PROTEINES SAS,SFL AVON 1801,9912,FR,20000,1X40 POTASSIUM CASEINATE,"133,665.07",8229776
26-Jan,NESTLE PHILIPPINES INC.,FONTERRA LIMITED,MAERSK JABAL,33576,NZ,25580,2X20 CNTRS SODIUM CASEINATE,"207,578.11",10616188
30-Jan,NESTLE PHILIPPINES INC.,ARLA FOODS AMBA,SONGA HAYDN 802A,A10422930A,DK,75600,4X40 SODIUM CASEINATE,"520,996.72",27449103
10-Jan,NESTLE PHILIPPINES INC.,ARLA FOODS AMBA,GH LESTE 708A,A10419185A,DK,75600,4X40 SODIUM CASEINATE,"510,620.73",26350399
23-Jan,NEW FLAVOR HOUSE INC.,"SHANGHAI DONGSHENG BIO-TECH CO., LT",COSCO FUKUYAMA,GXSAG1712573G,CN,760,TRANSGLUTAMINASE TG-GB212,"25,197.60",1279424
12-Jan,NEW ZEALAND CREAMERY INC.,FONTERRA LIMITED,CORNELIUS MAERSK 1710,81849,NZ,16000,RENNET CASEIN,"98,498.50",4964896
25-Jan,NIDEC PHILIPPINES CORPORATION,"KAKEN TECH CO., LTD",PR407,63792,JP,19,CONDUCTIVE ADHESIVE,"5,277.60",300117
17-Jan,NIKKOSHI PHILIPPINES CORPORATION,KISCO (T) LTD.,TG620,HHE66184680,TH,44,"NICBOND 3040 PART A, ETC.","5,027.80",271313
4-Jan,NIPPON PAINT COATINGS PHILIPPINES,SUZUKACOAT (M) SDN BHD,HAMMONIA BEROLINA V.1722,MCB045073,MY,19800,1X20 STC MALAYSIA TILELAC EMA BASE,"8,613.00",439587
16-Jan,NIPPON PAINT COATINGS PHILIPPINES,SUZUKACOAT (M) SDN BHD,SPECTRUM N V.1722,MCB066138,MY,19800,1X20 STC MALAYSIA TILELAC EMA BASE,"8,613.00",441950
24-Jan,NISSHO PRECISION PHILIPPINES INC.,NISSHO PRECISION(THAILAND)CO.LTD.,FX5158,355022,TH,196,SILICONE RUBBER,"7,727.79",410980
17-Jan,NUTRI-ASIA INC.,ROQUETTE ITALIA SPA,CMA CGM ANDROMEDA 248MEE,OOLU4044664150,IT,38000,CLEARAM CH 20 20 (MODIFIED STARCH ),"32,905.61",1721702
17-Jan,NUTRI-ASIA INC.,ROQUETTE ITALIA SPA,NYK HAWK 004E,KKLUGOA144177,IT,19000,CLEARAM CH 20 20 (MODIFIED STARCH ),"16,452.92",864013
29-Jan,NUTRI-ASIA INC.,ROQUETTE ITALIA SPA,CMA CGM TITAN 252MEE,OOLU4044783380,IT,19000,CLEARAM CH 20 20 (MODIFIED STARCH ),"16,452.87",877194
19-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA MANA 018E,OOLU4026931870,NL,39500,MODIFIED WAXYMAIZE STARCH,"35,312.64",1854692
30-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,CSCL STAR 052E,OOLU4026931860,NL,39500,MODIFIED WAXYMAIZE STARCH,"35,312.64",1874892
22-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,TAIPEI TRIUMPH 002E,OOLU4026916550,NL,19750,MODIFIED WAXYMAIZE STARCH,"17,656.31",930503
22-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA MANA 018E,OOLU4026916560,NL,19750,MODIFIED WAXYMAIZE STARCH,"17,656.31",930503
12-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA NIKI 018E,OOLU4044597270,NL,19750,MODIFIED WAXYMAIZE STARCH,"17,655.52",921421
15-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,BALEARES 06151,OOLU4026932120,NL,19750,MODIFIED WAXYMAIZE STARCH,"17,881.78",936618
15-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,BALEARES 6151N,OOLU4026916580,NL,19750,MODIFIED WAXYMAIZE STARCH,"17,881.76",936617
19-Jan,NUTRI-ASIA INC.,TATE & LYLE NETHERLANDS B.V.,THALASSA HELLAS 022E,OOLU4026936800,NL,39500,MODIFIED WAXYMAIZE STARCH 25kg,"35,312.64",1854692
12-Jan,ON SEMICONDUCTOR PHILIPPINES INC.,SUMITOMO BAKELITE SINGAPORE,PR508,DIM023223624,SG,215,DIE ATTACH PASTE,"72,245.00",3821312
24-Jan,ON SEMICONDUCTOR PHILIPPINES INC.,SUMITOMO BAKELITE SINGAPORE,PR502,DIM023225132,SG,90,DIE ATTACH PASTE,"26,745.00",1424862
17-Jan,ON SEMICONDUCTOR PHILIPPINES INC.,SUMITOMO BAKELITE SINGAPORE,PR502,DIM023224102,SG,90,DIE ATTACH PASTE,"18,800.00",999075
17-Jan,OUROKU CORPORATION,GAIN CORPORATION,CHATTANOOGA V228S,YLKS7083315,JP,39573,"NEOSTANN U-28, AQUAPROOF, CLEANKEEPER & ETC.","198,682.61",10503724
12-Jan,PAREXGROUP INC.,EMFI SAS,NORTHERN DEMOCRAT V.  720A,AME65ME788327,DE,10699,ADHESIVES (LANKO GREY & WHITE),"34,364.51",1825523
17-Jan,PAREXGROUP INC.,EMFI SAS,NORTHERN DIAMOND V. 802A,AME65ME788328,DE,10890,ADHESIVES(LANKO PH GREY & TH BLANC),"34,798.80",1848458
4-Jan,PHILCHEMA INC,INDUSTRIAL TECNICA PECURIA S.A,OOCL AGYPT 010E,EGLV571700067486,ES,15000,CAPSOZYME P,"114,750.00",5961434
12-Jan,PHILIPPINE INDUSTRIAL SEALANTS &,THE DOW CHEMICAL COMPANY,CAPE NABIL V.031S,KKLUUS0567027,US,13793,BETASEAL (TM) U-818 URETHANE SEALANT,"80,412.89",4257719
12-Jan,PILIPINAS KYOHRITSU INC.,"SUMITOMO WIRING SYSTEMS, LTD",CAPE NABIL V031S,JPPHTYO03134,JP,391,SEALANT,"9,930.53",524312
26-Jan,PILIPINAS KYOHRITSU INC.,"SUMITOMO WIRING SYSTEMS, LTD",IWASHIRO V250S,JPPHTYO03138,JP,340,SEALANT,"8,649.17",460505
8-Jan,PILIPINAS KYOHRITSU INC.,"SUMITOMO WIRING SYSTEMS, LTD",CALLAO BRIDGE V121S,JPPHTYO03101,JP,617,SEALANT,"16,204.25",861602
15-Jan,PILIPINAS KYOHRITSU INC.,"SUMITOMO WIRING SYSTEMS, LTD",CAPE NABIL V030S,JPPHTYO03120,JP,466,SEALANT,"11,852.58",625074
15-Jan,PILIPINAS KYOHRITSU INC.,"SUMITOMO WIRING SYSTEMS, LTD",CALLAO BRIDGE V122S,JPPHTYO03124,JP,328,SEALANT,"8,328.84",440120
11-Jan,PPG INDUSTRIES SALES INC.,SHANGHAI GUANGSHANG ITN'L TRADE,TORRES STRAIT 1729,781937,CN,11455,2K NEXA PE PUTTY,"22,854.62",1154058
10-Jan,PREMIERE ADHESIVES AND COATINGS INC,COOPERATIE AVEBE U.A.,THALASSA NIKI,OOLU4026922160,NL,26000,SOLVICOL GB,"38,297.90",1991237
30-Jan,PRINT UNIVERSE GRAPHICS & PACKAGING,"SHNAGHAI ROCKY ADHESIVES CO.,",HYUNDAI FORWARD 077S,NGBMNL18010135,CN,13000,HOT MELT ADHESIVE RY26121,"13,152.00",715846
11-Jan,PROCTER & GAMBLE PHILIPPINES INC,HENKEL ADHESIVES TECHNOLOGIES (GUAN,E.R. MONTPELLIER V.18001S,TYSD011801020005,CN,9600,1X20 HOT MELT ADHESIVE,"51,230.40",2587182
30-Jan,PROCTER & GAMBLE PHILIPPINES INC,HENKEL ADHESIVES TECHNOLOGIES (GUAN,TILLY RUSS V.011S,TYSD011801180001,CN,9600,HOT MELT ADHESIVE,"54,314.88",2784517
