DATE,IMPORTER,EXPORTER,VESSEL,BL,ORIGIN,QUANTITY(kg),DESCRIPTION,AMOUNT $(CIF), L. COST (PhP) 
8-Jan,3M PHILIPPINES (EXPORT) INC.,3M EMEA GMBH,CALICANTO BRIDGE 245N,ANR178970985,BE,1824.00,SCOTCH WELD,"55,076.12",2899192.00
15-Jan,3M PHILIPPINES (EXPORT) INC.,3M EMEA GMBH,YM WELLHEAD 014E,ANR178977029,BE,1539.00,SCOTCH WELD-CONTROLLED,"49,854.67",2624905.00
26-Jan,3M PHILIPPINES (EXPORT) INC.,3M EMEA GMBH,SITC DALIAN 1802S,ANR178993765,BE,912.00,SCOTCH WELD-CONTROLLED,"28,008.29",1492053.00
30-Jan,3M PHILS. INC.,3M COMPANY,COLOMBO 032S,OOLU2597446300,US,1369.00,193 672 CAN  3M FOAM FAST 74 SPRAY ADH ORANG,"10,291.04",552085.00
15-Jan,3M PHILS. INC.,3M SHANGHAI SPECIALTY,JL745,SHA09940394,CN,1620.00,7200 M GCLF 467MP 50IN 2500M,"15,957.45",848969.00
17-Jan,AB WEE ENTERPRISE,QUANZHOU WEISHENG IMP & EXP,CORDELIA,COIA1802MN006,CN,2821.00,GLUE,"6,553.73",334181.00
19-Jan,AB WEE ENTERPRISE,YIWU BAISHANG IMP & EXP CO,ISAO,SITGNBMN921538,CN,6607.00,GLUE,"5,601.74",285144.00
23-Jan,ACASTILLO ENTERPRISES,AMERSEAL INDUSTRIAL SDN BHD,MAIN TRADER 1641,EGLV095700120889,MY,20417.00,1X40 SILICONE CARTRIDGE (SILICONE GASKET),"27,750.31",1489316.00
19-Jan,ACASTILLO ENTERPRISES,ASTRANS (S) PTE LTD,MAIN TRADER 1641,EGLV070800005156,SG,4560.00,P PKGS. PLASTIC STEEL PUTTY,"7,265.26",388662.00
23-Jan,ACBEL POLYTECH PHILIPPINES INC.,GREAT GUM ENTERPRISE CO. LTD,5J311,UTP12809926,TW,39.00,24.00 NE ADHESIVE,"39,828.12",2121300.00
11-Jan,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS HK CO LTD,MAGNAVIA V 17001S,HKGMNL17C185A,HK,846.00,SILICON GLUE,"5,183.29",276319.00
11-Jan,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS HK CO LTD,CIMBRIA V 17001S,HKGMNL17C093A,HK,1604.00,SILICONE RUBBER,"9,867.05",524941.00
15-Jan,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS H.K. CO LTD.,E.R. MONTPELLIER V.18001S,HKGMNL181055,HK,3037.00,SILICONE RUBBER,"18,050.15",948719.00
31-Jan,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS HK CO LTD,YOSSA BHUM V 221N,HKGMNL181203,HK,2465.00,SILICONE RUBBER,"14,653.41",786308.00
11-Jan,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS HK CO LTD,MAGNAVIA V 17002S,HKGMNL17C244,HK,1782.00,SILICONE RUBBER,"11,299.53",594228.00
11-Jan,ACBEL POLYTECH PHILIPPINES INC.,SOONEST EXPRESS HK CO LTD,CIMBRIA V 17001S,HKGMNL17C093,HK,146.00,SILICONE RUBBER,"7,422.46",394673.00
24-Jan,ACTICHEM MARKETING CORPORATION,MARCOR DEVELOPMENT CORP,MAERSK ALTAIR,BOS532258,US,5000.00,PAPAIN -ENZYMES,"123,661.92",6449083.00
17-Jan,AGP CORPORATION,B&J ROCKET RASP,KOTA JUTA V.0320E,17E13115292,DK,2392.00,ADHESIVE SC 4000 GREEN CEMENT 0.7 KG CFC FRE,"8,654.72",460207.00
15-Jan,AIR PHILIPPINES CORPORATION,AVIALL PTE LTD,5J806,USI03266314,SG,9.00,"AIRCRAFT PARTS(DE ICER:1B,WING,RH,ESTANE)","6,397.02",343618.00
18-Jan,AIR PHILIPPINES CORPORATION,BE AEROSPACE GLOBAL SERVICES,CX907,UCH01053990,US,9.00,ULTRALOC,"5,828.66",314713.00
26-Jan,AL RAMA GLOBAL TRADING CORP.,SHANDONG YUWANG ECOLOGICAL,INTEGRA 0367 016S,EGLV140800048712,CN,12500.00,SOY PROTEIN ISOLATE,"27,557.50",1418269.00
19-Jan,ALASKA MILK CORPORATION,LAKELAND DAIRIES LTD.,NYK IBIS V. 008E,N700409586,IE,100000.00,CASEIN ACID 30/60 MESH,"762,939.42",38973361.00
23-Jan,ALASKA MILK CORPORATION,"LAKELAND DAIRIES BAILIEBORO,CO",NYK IBIS 008E,N700409584,IE,100000.00,CASEIN ACID 30/60 MESH BAG,"762,937.40",38972990.00
22-Jan,ALDIZ INCORPORATED,FORCOM CORPORATION,COLOMBO V.030S,2MNS8CO030MN8021,TW,1020.00,STICKY FLY TRAP ROLLER,"19,992.00",1066935.00
5-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,SUMITOMO BAKELITE SINGAPORE PTE LTD,PR502,USI03261090,SG,91.00,DIE ATTACH PASTE,"23,527.92",1258330.00
24-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,SUMITOMO BAKELITE SINGAPORE PTE LTD,PR502,USI03240322,SG,51.00,DIE ATTACH PASTE,"19,408.44",1051794.00
9-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,SUMITOMO BAKELITE SINGAPORE PTE LTD,PR502,USI03265942,SG,54.00,DIE ATTACHED PASTE,"18,975.61",1003317.00
4-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,HENKEL TECHNOLOGIES (KOREA) LIMITED,PR469,USE01549612,KR,639.00,LOCTITE ABLESTIK 71-1,"111,172.97",5898750.00
24-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,HENKEL TECHNOLOGIES (KOREA) LIMITED,PR469,USE01539322,KR,107.00,LOCTITE ABLESTIK 71-1,"25,611.68",1386184.00
30-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,HENKEL ELECTRONIC MATERIAL LLC,CX907,ULA01203215A,US,61.00,LOCTITE ABLESTIK 84-3J,"11,218.73",610320.00
15-Jan,ALLEGRO MICROSYSTEMS PHILIPPINES,HENKEL ELECTRONIC MATERIAL LLC,CX903,ULA01214743,US,188.00,LOCTITE ABLESTIK ABP 8151 D7,"62,585.21",3337975.00
15-Jan,ALLGEMEINE BAU CHEMIE PHIL INC,MOMENTIVE PERFORMANCE MATERIALS (TH,HHYUNDAI HARMONY V.1735N,HDMUTHML0862609,TH,28750.00,SILICONE SEALANTS BULK OXIME TOP490N TOSSEAL,"124,677.50",6286084.00
4-Jan,ALLKEY INTERNATIONAL INC.,SAMJI PROTECTIVE TAPE (CHINA),HAI LIAN V. 1734S,HWLSHA17121432,CN,4357.00,PROTECTIVE FILM TAPE,"31,903.66",1694040.00
25-Jan,ALLTECH BIOTECHNOLOGY CORP,"CUSTOM FREIGHT SALES, INC.",EVER LEGEND 022W,CVGMNN7910968D,US,1000.00,ALLZYME FD,"8,299.21",437784.00
16-Jan,ALLTECH BIOTECHNOLOGY CORP,ALLTECH BIOTECHNOLOGY CORP LTD,ITAL MELODIA 0806 110E,EGLV050701108858,TH,4500.00,ALLZYME SSF E,"35,881.75",1864486.00
30-Jan,ALPLA PHILIPPINES INC,"KRONES (THAILAND) CO., LTD.",EM HYDRA 1802,BKK645163,TH,2240.00,KRONES COLFIX HM 1195N,"21,047.80",1135337.00
10-Jan,ALTERNATIVES FOOD CORP,"QINGDAO LANKANG INTERNATIONAL CO.,",VICTORIA SCHULTE,30302,TR,100000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"104,800.00",5352219.00
18-Jan,ALTERNATIVES FOOD CORP,"QINGDAO LANKANG INTERNATIONAL CO.,",DAHLIA,36212,TR,100000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"104,800.00",5381295.00
31-Jan,ALTERNATIVES FOOD CORP,"QINGDAO LANKANG INTERNATIONAL CO.,",TRF PRAIA,AAJY008411,TR,100000.00,EMPRO 90 ISOLATED SOY PROTEIN (EMULSION GRA,"104,800.00",5463636.00
18-Jan,ALTERNATIVES FOOD CORP,SCANFLAVOUR A/S,YM WELLNESS,3001,DK,44000.00,"PROTEIN SUBSTANCE (SCANPREMIUM D-85, SCANGEL","37,904.00",1956537.00
11-Jan,ALTERNATIVES FOOD CORP,"WENDA CO., LTD.",SITC DAVAO 1736S,SITGSHMSK07689,CN,8000.00,WBS 500,"116,089.28",5808453.00
3-Jan,ALUACE CORPORATION,"SHANGHAI JOYFLY IMP & EXP CO., LTD",ISAO 1725S,SITGSHMST12079,CN,2256.00,268-STRUCTURAL SEALANT (BLACK),"19,911.36",1006570.00
25-Jan,ALUACE CORPORATION,GUANGZHOU BAIYUN CHEMICAL INDUSTRY,MARIA SCHULTE 261,APLU051850640,CN,14789.00,SEALANT,"72,500.00",3673069.00
10-Jan,AMERTRON INC.,UNITED RESIN CORPORATION,CX919,AOCH05724307,US,169.00,EL CAST SS W/203 KIT (ADHESIVE),"12,784.28",676973.00
24-Jan,AMERTRON INC.,MATERIAL TECHNOLOGY PTE LTD,SQ910,SIN10913260,SG,68.00,LOCTITE ABLESTIK C850-5A (ADHESIVE),"19,366.13",1032739.00
19-Jan,AMERTRON INC.,MATERIAL TECHNOLOGY PTE LTD,SQ910,SIN10913251,SG,35.00,LOCTITE ABLESTIK C850-5A (ADHESIVE),"9,586.27",514018.00
12-Jan,AMERTRON INC.,"SOL EPOXY INC.,",PR127,AONY04028330,US,293.00,OP7000CL (ADHESIVE),"13,738.05",733274.00
17-Jan,AMERTRON INCORPORATED,KYOEI DENKI PTE LTD.,SQ910,SIN10913246,SG,262.00,"DOW CORNING JCR-6170, R-6101, JCR-6101 UP","21,392.94",1137341.00
24-Jan,AMERTRON INCORPORATED,MATERIAL TECHNOLOGY PTE LTD.,SQ910,SIN10913261,SG,64.00,LOCTITE ABLESTIK 5025E-.004,"40,108.07",2136166.00
23-Jan,AMERTRON INCORPORATED,SOL EPOXY INC.,CX913,AONY04029110,US,318.00,"OP7000 CL, EPOXY POWDER-PELLETS","16,751.63",895873.00
17-Jan,AMERTRON INCORPORATED,SUMITOMO METAL MINING CO LTD.,PR431,TCS18120071,JP,161.00,SILVER/EPOXY PASTE T-3030,"24,054.33",1278046.00
30-Jan,AMPLEON PHILIPPINES INC,HENKEL ELECTRONIC MATERIALS,PR113,LAX848830,US,28.00,LOCTITE ABLESTIK,"29,456.00",1585808.00
22-Jan,ANALOG DEVICES PHILIPPINES INC,HENKEL ELECTRONIC MATERIALS,CX901,ULA01217720,US,17.00,LOCITE ABLESTIK QM12569 2 OUNCE WHITE JAR,"16,470.30",876738.00
22-Jan,ANALOG DEVICES PHILIPPINES INC,HENKEL ELECTRONIC MATERIALS,CX901,ULA01217720,US,18.00,LOCTITE ABLESTIK JM 7000 (ADHESIVE FOR PRODU,"16,514.40",879075.00
17-Jan,ANGELES ALLIANCE LEATHERWARE INC.,DINGZING ADVANCED MATERIALS INCORPO,YM INSTRUCTION V. 211S,LMKHH1801004,TW,1330.00,HOT MELT ADHESIVE (TPU FILM),"19,593.98",1036066.00
31-Jan,ANGELES ALLIANCE LEATHERWARE INC.,DINGZING ADVANCED MATERIALS INCORPO,COLOMBO V. 032S,LMKHH1801021,TW,1152.00,HOT MELT ADHESIVE (TPU FILM),"15,952.53",862270.00
15-Jan,AP MAGNA CHEM DISTRIBUTION CORP.,CHEM-BASE (NANTONG) LABORATORI,CIRCULAR QUAY 259XWSCNC,SSLMS174891,CN,25000.00,1 X 40 & 1 X 20 CONT STC 2130 BAGS OF ISP,"57,902.48",2923764.00
25-Jan,AP MAGNA CHEM DISTRIBUTION CORP.,THANH VU JOINT STOCK CO.,ST BLUE 020B,EGLV235701002927,VN,108000.00,6 X 20 CONT STC 4320 BAGS OF MODIFIED TAPIOC,"68,781.60",3512333.00
17-Jan,AP MAGNA CHEM DISTRIBUTION CORP.,JIANGSU ZHAOJIA MATERIALS TECHNOLOG,HYUNDAI FORWARD,SSLMS174966,CN,26000.00,REDISPERSIBLE POLYMER POWDER (RDP6015),"43,679.50",2213292.00
19-Jan,APF CORPORATION,BEIJING SMILE FEED SCI & TECH,SITC GENSAN V. 1802S,EURFL17D15911,CN,3000.00,PHYTOMAX FEED PREMIX POWDER ENZYME,"5,329.00",275457.00
22-Jan,APM TECHNICA AG,EPOXY TECHNOLOGY,FX5158,31146,US,35.00,ADHESIVES EPOXY RESIN,"7,225.19",389035.00
10-Jan,ASCO MARKETING CORPORATION,BOUWHUIS ENTHOVEN B. V.,YM WELLHEAD,NYKSRTMT24275500,NL,5000.00,HEN EGG ALBUMEN CRYSTALS FINE,"49,250.00",2548177.00
9-Jan,ASIAN SPORTS APPAREL PHILIPPINES,FWUJI RESINS CHEMICAL INDUSTRY,AS RAGNA V. 046E,APLU437185464,TW,19547.00,"ADHESIVE FJ-176HW, ADHESIVE FJ-166H, HARDENE","69,060.06",3734944.00
31-Jan,ASTEC POWER PHILIPPINES INC,HENKEL MALAYSIA SDN BHD,SQ916,KL10055939,MY,480.00,ADHESIVE : LOCTITE,"28,539.14",1536644.00
17-Jan,ASTEC POWER PHILIPPINES INC,ASTEC INTERNATIONAL LTD,TORRES STRAIT 1803,MCB111370,HK,389.00,CONDUCTIVE GLUE,"8,280.89",440230.00
25-Jan,ASTEC POWER PHILIPPINES INC,U-BOND SPECIALTY CHEMICAL MATERIAL,CX919,8907,HK,472.00,RESINS/EPOXY/FORANE,"8,037.89",436822.00
5-Jan,ASTEC POWER PHILIPPINES INC,WINNER HI-TECH LIMITED,OZ703,9540,JP,44.00,RESINS/EPOXY/FORANE,"6,911.69",368804.00
22-Jan,AUTOLIV CEBU SAFETY MANUFACTURING,SIKA AUTOMOTIVE GMBH,KOTA JUTA 0320W,HAM003668,DE,2500.00,SIKATHERM4225,"14,928.16",799402.00
22-Jan,AUTOLIV CEBU SAFETY MANUFACTURING,SIKA AUTOMOTIVE GMBH,KOTA JUTA 0320W,HAM003670,DE,2710.00,SIKATHERM4225,"14,764.23",790476.00
5-Jan,AUTOMATED TECHNOLOGY (PHIL) INC.,SENCIO B V,KL807,RHA59906383,NL,62.00,ABLEBOND ADHESIVE,"7,600.00",404954.00
9-Jan,AUTOMATED TECHNOLOGY (PHIL) INC.,HERAEUS ROMANIA SRL,KE623,BUH710971,RO,105.00,SOLDER PASTE,"10,836.13",564333.00
18-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),KLX AEROSPACE,CI5841,DAL31051656,US,765.00,ADHESIVE L7132K,"24,297.66",1295057.00
12-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),KLX AEROSPACE,CI5841,DAL31051473,US,210.00,ADHESIVE L7132K,"7,260.10",389193.00
28-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),MANKIEWICZ GEBR CO,KL807,FFM84101365,DE,1262.00,FINALIN POLYESTER SCHNELLSPACHTEL,"14,681.45",793316.00
28-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),MANKIEWICZ GEBR CO,KL807,FFM84101356,DE,1265.00,FINALIN POLYESTER SCHNELSPACHTEL2,"14,821.76",801088.00
17-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),MAGNOLIA ADVANCED MATERIALS INC,CI5879,CLT24097560,US,648.00,MAGNOLIA 7010 A,"28,760.96",1525076.00
14-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),MAGNOLIA ADVANCED MATERIALS INC,CI5879,CLT24097559,US,8.00,MAGNOLIA 7010B,"8,959.95",478956.00
8-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),CYCTEC ENGINEERED MATERIALS,JEBEL ALI,711011,GB,5737.00,PHENOLIC RESIN PREPREG,"113,676.88",5986449.00
3-Jan,B/E AEROSPACE B.V. - (PHIL BRANCH),CYTEC ENGINEERING MATERIALS,THALASSA NIKI 0953-018E,11040,GB,5525.00,PHENOLIC RESIN PREPREG (IMPREGNATED GLASS,"109,855.47",5818900.00
12-Jan,BAG ELECTRONICS INC.,"NIHON SUPERIOR CO.,LTD",PR407,NNR81336063,JP,28.00,ADHESIVE SEAL GLO NE3300H,"5,374.30",289612.00
31-Jan,BARENTZ PHILIPPINES INC.,NOVOZYMES MALAYSIA SDN BHD,TG620,KUL1801009,MY,240.00,LIPOZYME TL IM (ENZYME),"15,597.99",826800.00
5-Jan,BASF PHILIPPINES INC,BASF MALAYSIA SDN BHD,CALICANTO BRIDGE 245N,NYKSPKGT19214100,MY,26125.00,MASTERSEAL 530,"5,575.08",286270.00
3-Jan,BASF PHILIPPINES INC,PT BASF DISTRIBUTION INDONESIA,JPO VELA 006XLNCNC,ARM0145418,ID,19800.00,MASTERSEAL 540 PART A MASTERSEAL 540 PART B,"6,446.22",334823.00
2-Jan,BASF PHILIPPINES INC,BASF CORPORATION,OOCL HOCHIMINH CITY V.19,HOUMNLD04288,US,667.00,VECTOR UNIV GLUEBOARD W/O PHEROMONES,"7,189.85",393169.00
24-Jan,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (,MOL HOPE 0038E,MOLU13807354110,TH,16000.00,MODIFIED STARCH (CATO 306 I) FOR PAPER MAKIN,"10,266.56",529322.00
29-Jan,BATAAN 2020 INC.,"SMS CORPORATION CO., LTD",ANDERSON BRIDGE V.1801N,SITGBKMN102736,TH,17000.00,MODIFIED STARCH (EXCELSIZE 22),"10,370.00",540334.00
17-Jan,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (THAIL,MOL HORIZON 1096E,MOLU13807324054,TH,15000.00,MODIFIED STARCH FOR PAPER MAKING  (CATO 306,"9,624.90",494482.00
30-Jan,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (THAIL,MOL HORIZON 1097E,MOLU13807381671,TH,15000.00,MODIFIED STARCH FOR PAPER MAKING  (CATO 306,"9,624.90",501959.00
25-Jan,BATAAN 2020 INC.,NATIONAL STARCH AND CHEMICAL (THAIL,MOL HORIZON 1096E,MOLU13807324075,TH,16250.00,MODIFIED STARCH FOR PAPER MAKING  (CATO 3210,"13,327.60",683965.00
30-Jan,BAYER PHILIPPINES INCORPORATED,ADISSEO ASIA PACIFIC PTE LTD,FELIXSTOWE BRIDGE 058E,SEMNL180138301,SG,16000.00,1X20 STC 16 PLT ROVABIO ADV T-FLEX 25,"162,290.40",8547710.00
30-Jan,BAYER PHILIPPINES INCORPORATED,ADISSEO ASIA PACIFIC PTE LTD,FELIXSTOWE BRIDGE 058E,SEMNL180138302,SG,14000.00,1X20 STC ROVABIO MAX ADV P25 & ROVABIO ADVAN,"135,916.26",7160325.00
25-Jan,BESTELEMENT INDUSTRIAL LTD INC,ZHANG ZHOU TREAD BEST IND. CO. LTD.,MS EAGLE 1737,MCB025344,CN,2235.00,ADHESIVE,"33,818.29",1794162.00
12-Jan,BORAL PLASTERBOARD PHILIPPINES INC.,USG INTERIORS (FAR EAST) SDN B,YM BAMBOO V. 134E,I470111601,MY,61824.00,ALL PURPOSE READY MIX JOINT COMPOUND 28KG/PA,"20,499.87",1049319.00
18-Jan,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,NORTHERN VALENCE 1640 044N,EGLV090700268044,MY,41048.00,JOINTING COMPOUND PREMIUM PREMIX,"12,634.28",651047.00
10-Jan,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,CAPE MAGNUS 1638 020N,EGLV090700251907,MY,40811.00,JOINTING COMPOUND PREMIUM PREMIX ,"12,767.86",654254.00
10-Jan,BORAL PLASTERBOARD PHILIPPINES INC.,USG BORAL SDN BHD,BUXMELODY 1639 092N,EGLV090700268036,MY,82096.00,"JOINTING COMPOUND PREMIUM PREMIX, PREMIUM PR","25,268.56",1289347.00
4-Jan,BOSTIK PHILIPPINES INC.,BOSTIK INHDIA PRIVATE LIMITED,MAERSK STOCKHOLM 1717,929837,IN,17775.00,HERBERTS EPS 7380 HERBERTS HP 8660 (ADHESIVE,"43,628.40",2315452.00
31-Jan,BOSTIK PHILIPPINES INC.,BOSTIK INDIA PRIVATE LIMITED,MAERSK SAVANNA 1801,451041,IN,18000.00,HERBERTS EPS7380,"44,143.20",2378060.00
5-Jan,BOSTIK PHILIPPINES INC.,JIANGSU BOSTIK ADHESIVE CO. LTD,DFSU1952241,748206,CN,10000.00,HERBERTS EPS7380,"27,022.31",1366256.00
23-Jan,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,CMA CGM PUCCINI 211N,MELAS31739598,AU,8295.00,NO MORE NAILS (ADHESVIES),"35,917.56",1820830.00
11-Jan,BOSTIK PHILIPPINES INC.,BOSTIK AUSTRALIA PTY LTD,CMA CGM CHOPIN 210N,MELAS31740592,AU,9216.00,NO MORE NAILS 320GM ADHESIVE,"37,613.00",1892277.00
16-Jan,BOSTIK PHILIPPINES INC.,JIANGSU BOSTIK ADHESIVE CO. LTD,HANSA FRESENBURG S005,3719,CN,15200.00,PURB MP830 (ADHESIVE),"71,203.11",3586664.00
8-Jan,BOSTIK PHILIPPINES INC.,POLYCOAT PRODUCTS,YM MASCULINITY 046W,401334,US,38368.00,WATERPROOFING MATERIALS (BOSCOSEAL PU),"94,716.88",4990094.00
15-Jan,BOSTIK PHILIPPINES INC.,POLYCOAT PRODUCTS,YM MATURITY 047W,401524,US,38368.00,WATERPROOFING MATERIALS (BOSCOSEAL PU),"94,716.88",5017377.00
5-Jan,BOUNTY FRESH FOODS INC,BIOCHEM ZUSATZSTOFFE HANDELS,THALASSA TYHI,S16702169287,DE,40000.00,BIOTOX FEED ADDITIVES,"77,216.36",4030802.00
24-Jan,BRENNTAG INGREDIENTS INC.,ROQUETTE ITALIA SPA,YM WARMTH V 012E,KKLUGOA144325,IT,19000.00,CLEARAM CH 20 20,"20,703.50",1088206.00
15-Jan,BRENNTAG INGREDIENTS INC.,ROQUETTE ITALIA SPA,CMA CGM ANDROMEDA V 248MEE,OOLU4044569300,IT,19000.00,CLEARAM CH 20 20,"20,703.43",1083463.00
29-Jan,BRENNTAG INGREDIENTS INC.,ROQUETTE ITALIA SPA,CMA CGM TITAN 252MEE,OOLU4044782820,IT,19000.00,CLEARAM CH 40 20,"24,348.05",1291746.00
29-Jan,BRENNTAG INGREDIENTS INC.,DUPONT NUTRITION BIOSCIENCES,MARIT MAERSK V 750E,228191,DK,440.00,GRINDAMYL XV,"6,366.71",339086.00
4-Jan,BRENNTAG INGREDIENTS INC.,DUPONT NUTRITION BIOSCIENCES,SVENDBORG STRAIT V 1745W,HLCUANR171077755,DK,3200.00,"GRINDAMYL XV,POWERBAKE 950","42,023.56",2169377.00
29-Jan,BRENNTAG INGREDIENTS INC.,ROQUETTE FRERES,WY843,3BCJ588,FR,2000.00,TACKIDEX I 231,"14,126.08",749124.00
4-Jan,BRIGHT GOAL TRADING,ADITYA BIRLA CHEMICAL (THAILAND) LT,ANDERSON BRIDGE 1729N,KKLUTH0856725,TW,18800.00,1x20' stc: 80 drums of EPOXY (LIQUID) DG CLA,"13,336.27",715210.00
11-Jan,BRIGHT GOAL TRADING,"KUKDO CHEMICAL CO.,LTD",HEUNG A HAIPHONG 0079S,0240C700A,KR,17600.00,"EPOXY (LIQUID) UN 3082,CLASS 9","12,800.98",683033.00
4-Jan,BUILDER'S CHOICE INC.,SHANGHAI NATURE BUILDING MATERIALS,ISAO V 1725S,SITGSHMST01665,CN,3220.00,10 PLTS NQ160 MULTIPURPOSE WATERBONE SURFACE,"5,909.59",303785.00
12-Jan,BULWARK EQUIPMENT PARTSHOUSE INC,"FLOOR CHEM ASIA CO., LTD",MOL HOPE 0036E,BKKCB17018832,TH,16020.00,KONCREFLEX FLOOR COATING MD GREEN,"25,058.16",1264314.00
5-Jan,BULWARK EQUIPMENT PARTSHOUSE INC,"FLOOR CHEM ASIA CO., LTD",MONACO,GTD0386677,TH,16020.00,KONCREFLEX FLOOR COATING MD GREEN,"25,058.16",1271515.00
24-Jan,CARGILL TEXTURIZING SOLUTIONS,CARGILL INCORPORATED,CAPE NABIL V. 03S,NYKSCHITH4099700,US,15876.00,STABITEX-INSTANT 12624 MOD STARCH,"22,861.00",1195133.00
12-Jan,CATHAY INDUSTRIAL & MILL SUPPLY INC,PHOENIX CONVEYOR BELT SYSTEMS,COLOMBO EXPRESS,MNL215442,DE,183.00,SPLICING MATERIAL / RUBBER SOLUTION / HARDEN,"7,784.22",417131.00
5-Jan,CEBU EVERGREEN INDUSTRIES INC.,DRYVIT SYSTEM INC.,CHATTANOOGA,SX17410,US,17480.00,FILLING COMPOUND (GENESIS),"22,754.10",1200070.00
30-Jan,CEBU FURNITECH MARKETING INC.,"MIROTONE (THAILAND) CO., LTD.",UNI ARISE 517S,EGLV050701209026,TH,7701.00,"MIROBILD, MIROCRYL, COLOURANT, MIROKEY","14,597.63",784910.00
12-Jan,CEBU MITSUMI INC.,"MITSUMI ELECTRIC CO.,LTD.",5X0138,781WX9G4J,JP,25.00,PALLABRIGHT 2000 PLATING FORMULATION,"33,506.84",1775693.00
29-Jan,CEBU MITSUMI INC.,OHMIYA CORPORATION,AVILA,TYOABT13022,JP,932.00,STC. TOHOCLEAN,"5,670.00",309985.00
15-Jan,CEBU MITSUMI INC.,OHMIYA CORPORATION,AVILA,TYOABR93646,JP,932.00,STC. TOHOCLEAN,"5,600.70",301700.00
4-Jan,CEBU MITSUMI INC.,OHMIYA CORPORATION,SITC XIAMEN,TYOABN33680,JP,932.00,STC. TOHOCLEAN,"5,562.90",299781.00
15-Jan,CEMEDINE PHILIPPINES CORP,MITSUBISHI CORPORATION,HANSE ENDURANCE 17019S,430606,JP,14400.00,1X20 CTNR 72 DRUMS STC: KANEKA SILYL EST280,"63,867.95",3365119.00
19-Jan,CENTURY LIMITLESS CORPORATION,CHANGZHOU SENSSE IMP & EXP CO. LTD,PHILIPPA SCHULTE,SCGZ17120105,CN,2400.00,NM WATER BASED ACRYLIC RESIN ADHESIVE,"6,421.34",327054.00
8-Jan,CEPRE INTERNATIONAL TRADING,GUANGDONG OLIVIA CHEMICAL INDU,IONIAN EXPRESS V007,APLU750562292,CN,15688.00,SILICON SEALANT,"9,990.00",535090.00
29-Jan,CHIYODA PHILIPPINES MANUFACTURING,CHIYODA MANUFACTURING CORP,NH0819,NEC60325451,JP,183.00,FILLER,"5,360.68",293265.00
23-Jan,CHIYODA PHILIPPINES MANUFACTURING,CHIYODA MANUFACTURING CORP,NH0819,NEC60126356,JP,183.00,FILLER,"5,357.72",289986.00
23-Jan,CHOEI PLASTIC WORLD PHILIPPINES INC,PLASTIC WORLD (CHINA) LTD,ASIA IPSA V. S050,ASP050SMN101,HK,19000.00,PLASTIC RESIN/ PIGMENT ADDITIVES,"18,368.00",982108.00
4-Jan,CHOOSEYOURSHOES PHILIPPINES(CYS-PH),RENIA-GESELLSCHAFT MBH,COLOMBO EXPRESS V.076E,56559,DE,1387.00,SUPER FIX TOLUENE-FREE CONTACT ADHESIVE,"7,204.87",386399.00
3-Jan,CHOOSEYOURSHOES PHILIPPINES(CYS-PH),RENIA-GESELLSCHAFT MBH,KL807,CGN73211081,DE,809.00,TOP-FIT CONTACT ADHESIVE,"7,327.80",389742.00
26-Jan,CIRTEK ELECTRONICS CORPORATION,CIRTEK SEMICONDUCTOR INC.,PR103,JSI05044790,US,59.00,ABLESTIK EPOXY (FROZEN ADHESIVE),"25,209.72",1359720.00
30-Jan,CLAYMOUNT ASSEMBLIES PHILS INC,INTERVRACHT NEDERLAND,MARIT MAERSK,20147,NL,256.00,"SET SCREW, ETC","8,677.65",447816.00
5-Jan,COFTA MOULDINGS CORPORATION,PAPCOR (DEZHOU)PACKAGING MATERIALS,PHILIPPA SCHULTE V075XASS,HDMUQIML4315101,CN,18000.00,PREPARED ADHESIVES,"13,810.80",702366.00
